Date,City,Rep,Store,Prod,Cost,Sale
9/30/2004,Dammam,Ghalia,Lulu,Toys,500.8875,1353.75
6/18/2005,Riyadh,Yahia,Panda,Home,175.7964,297.96
12/29/2004,Hail,Ghalia,Othaim,Home,2767.9344,3145.38
12/27/2004,Hail,Ghalia,Carrefour,Food,1918.9986,3252.54
7/9/2005,Abha,Maliha,Panda,Office,2437.0161,6586.53
4/16/2006,Jubail,Maliha,Carrefour,Office,4473.2475,5964.33
6/17/2005,Hail,Yahia,Panda,Home,6311.318,9281.35
4/19/2005,Riyadh,Ghalia,Carrefour,Office,231.826,399.7
2/14/2006,Dammam,Maliha,Panda,Food,4800.8884,7060.13
9/6/2005,Jeddah,Mjeed,Lulu,Office,1421.2145,3305.15
8/10/2005,Riyadh,Ghalia,Lulu,Office,944.3436,2552.28
12/22/2004,Dammam,Maliha,Lulu,Toys,3727.46165,3986.59
4/13/2006,Jubail,Mjeed,Othaim,Food,3293.4256,5678.32
12/23/2005,Riyadh,Yahia,Panda,Home,1609.956,3577.68
7/4/2005,Hail,Abdul,Panda,Home,2910.9562,5018.89
12/2/2004,Abha,Yahia,Panda,Toys,6835.972,7768.15
1/31/2005,Jeddah,Ghalia,Lulu,Toys,347.116,394.45
7/21/2005,Hail,Ghalia,Panda,Home,7044.3375,9392.45
9/6/2005,Hail,Mjeed,Othaim,Home,4294.03,6314.75
12/29/2005,Hail,Mjeed,Panda,Home,822.2653,1393.67
6/5/2006,Jeddah,Maliha,Lulu,Toys,1012.14685,1082.51
5/1/2006,Dammam,Mjeed,Lulu,Office,3750.0773,8721.11
10/25/2005,Jubail,Yahia,Panda,Food,2033.5438,3506.11
4/14/2006,Riyadh,Abdul,Lulu,Home,343.2195,762.71
6/12/2005,Dammam,Yahia,Lulu,Food,3438.0892,5927.74
12/29/2005,Jeddah,Maliha,Othaim,Home,788.8772,1337.08
7/22/2004,Dammam,Abdul,Panda,Office,1926.5388,3265.32
10/7/2005,Jubail,Mjeed,Panda,Office,3328.6859,7741.13
7/9/2004,Jubail,Mjeed,Othaim,Office,1236.6886,2876.02
5/29/2005,Dammam,Ghalia,Othaim,Toys,2052.7092,3018.69
8/9/2004,Jubail,Ghalia,Carrefour,Office,1149.2866,3106.18
2/17/2005,Jeddah,Abdul,Panda,Food,3002.0096,4414.72
10/14/2004,Jeddah,Abdul,Carrefour,Office,2317.304,3407.8
8/30/2004,Jubail,Yahia,Carrefour,Office,3931.9824,6779.28
1/5/2006,Abha,Mjeed,Panda,Home,3128.8279,3346.34
4/12/2006,Jubail,Yahia,Lulu,Home,987.831,2195.18
6/3/2006,Jubail,Yahia,Lulu,Home,1291.4625,1721.95
1/6/2005,Jeddah,Mjeed,Othaim,Home,3370.994,6129.08
5/25/2005,Hail,Ghalia,Panda,Toys,1310.3708,2259.26
9/2/2005,Jeddah,Mjeed,Lulu,Home,2929.3275,5326.05
10/6/2004,Jeddah,Ghalia,Carrefour,Home,3671.5798,6330.31
3/18/2005,Abha,Maliha,Lulu,Toys,2600.9643,2781.78
5/24/2005,Jubail,Abdul,Carrefour,Home,3591.2772,5281.29
3/14/2006,Abha,Maliha,Othaim,Food,4846.16,5507
9/9/2004,Dammam,Ghalia,Lulu,Toys,1724.0326,2972.47
1/20/2005,Dammam,Yahia,Lulu,Toys,3166.7708,8558.84
8/9/2005,Abha,Ghalia,Lulu,Food,4070.6401,6899.39
3/28/2006,Dammam,Maliha,Othaim,Home,1539.5333,3580.31
3/13/2005,Riyadh,Yahia,Panda,Food,1126.1528,2618.96
10/2/2004,Jubail,Ghalia,Lulu,Home,7266.9135,7772.1
9/20/2005,Jeddah,Mjeed,Othaim,Toys,1458.1886,1559.56
2/11/2006,Jubail,Mjeed,Lulu,Toys,4972.22,9040.4
2/6/2006,Jubail,Ghalia,Panda,Food,3446.4242,8014.94
9/10/2004,Hail,Abdul,Carrefour,Toys,2996.1375,3994.85
10/3/2004,Riyadh,Yahia,Othaim,Office,387.571,656.9
6/13/2005,Abha,Mjeed,Othaim,Office,5643.7453,9565.67
7/1/2005,Hail,Abdul,Lulu,Food,2807.01,6237.8
8/10/2004,Jeddah,Maliha,Lulu,Food,169.1525,307.55
4/22/2005,Jeddah,Mjeed,Panda,Food,275.6992,405.44
10/6/2005,Abha,Abdul,Lulu,Food,5754.39205,6154.43
9/23/2004,Abha,Abdul,Panda,Food,3280.3524,5655.78
10/30/2005,Dammam,Abdul,Panda,Toys,4456.604,7683.8
4/5/2006,Jubail,Ghalia,Carrefour,Food,5043.5935,9170.17
12/9/2005,Riyadh,Maliha,Othaim,Food,6544.0144,7436.38
6/24/2004,Dammam,Yahia,Othaim,Toys,2079.8685,4621.93
4/5/2006,Jubail,Ghalia,Panda,Toys,1451.0068,3921.64
1/19/2006,Hail,Mjeed,Carrefour,Home,1247.7436,3372.28
8/28/2004,Abha,Yahia,Carrefour,Office,964.1448,1417.86
2/26/2005,Dammam,Abdul,Carrefour,Toys,1410.75605,1508.83
5/10/2006,Jeddah,Mjeed,Lulu,Home,637.4471,1722.83
5/13/2005,Dammam,Yahia,Lulu,Office,4431.1188,7639.86
8/6/2005,Jeddah,Maliha,Panda,Food,540.8094,932.43
6/14/2006,Hail,Ghalia,Carrefour,Home,2315.434,3405.05
10/9/2004,Riyadh,Ghalia,Lulu,Home,1935.6095,3519.29
11/24/2004,Dammam,Ghalia,Lulu,Office,2266.0715,4120.13
3/25/2006,Jeddah,Yahia,Lulu,Toys,1044.978,1899.96
9/10/2004,Abha,Mjeed,Panda,Toys,6481.875,8642.5
9/29/2004,Riyadh,Ghalia,Lulu,Office,4854.4028,8369.66
4/5/2005,Hail,Abdul,Carrefour,Food,789.0696,896.67
12/4/2005,Hail,Ghalia,Othaim,Food,5053.60955,5404.93
2/23/2006,Riyadh,Maliha,Panda,Food,3682.6288,6349.36
2/17/2006,Jeddah,Ghalia,Lulu,Office,2865.1244,6663.08
11/14/2005,Hail,Mjeed,Othaim,Home,4520.3884,6647.63
8/17/2005,Riyadh,Yahia,Panda,Toys,3738.969,8308.82
10/31/2004,Jubail,Abdul,Carrefour,Office,7841.6448,8910.96
4/23/2006,Abha,Mjeed,Panda,Toys,1673.6358,4523.34
7/13/2005,Abha,Maliha,Lulu,Office,6877.98,9170.64
5/19/2005,Riyadh,Yahia,Panda,Food,348.732,774.96
7/19/2004,Abha,Maliha,Panda,Office,826.727,1503.14
5/18/2006,Riyadh,Abdul,Panda,Toys,406.2465,738.63
5/22/2006,Jeddah,Ghalia,Carrefour,Office,3963.807,8808.46
4/25/2005,Hail,Yahia,Carrefour,Office,3392.0645,6167.39
12/15/2004,Dammam,Mjeed,Othaim,Food,6418.87785,6865.11
5/10/2005,Abha,Maliha,Lulu,Home,2553.4272,3755.04
11/19/2004,Dammam,Abdul,Lulu,Home,4507.06465,4820.39
12/17/2005,Riyadh,Maliha,Panda,Office,3823.4242,6480.38
1/25/2005,Hail,Yahia,Panda,Food,3148.5256,3577.87
1/27/2006,Jeddah,Ghalia,Panda,Home,6011.98455,6429.93
7/8/2004,Jubail,Abdul,Lulu,Home,1676.6288,1905.26
4/4/2006,Dammam,Yahia,Lulu,Office,1961.4825,2615.31
12/27/2005,Hail,Abdul,Carrefour,Office,2325.6495,5168.11
3/15/2005,Dammam,Yahia,Lulu,Food,1115.884,1268.05
12/20/2005,Jeddah,Mjeed,Lulu,Home,608.6636,1049.42
10/7/2005,Dammam,Yahia,Othaim,Toys,3464.637,6299.34
7/19/2004,Jeddah,Mjeed,Othaim,Home,1832.0503,3105.17
1/13/2005,Jeddah,Maliha,Carrefour,Home,2235.21,2980.28
8/30/2004,Dammam,Ghalia,Carrefour,Toys,3131.6126,7282.82
6/4/2005,Jubail,Mjeed,Panda,Food,7251.8688,8240.76
12/29/2005,Jubail,Mjeed,Lulu,Food,3132.6833,7285.31
10/8/2005,Jeddah,Mjeed,Carrefour,Toys,2840.8854,4815.06
11/27/2004,Jubail,Abdul,Carrefour,Office,4085.2581,4369.26
10/30/2004,Abha,Maliha,Othaim,Office,4481.1405,9958.09
6/12/2006,Jubail,Ghalia,Carrefour,Food,2964.478,5389.96
2/25/2005,Abha,Mjeed,Panda,Food,4688.1922,8083.09
5/15/2005,Riyadh,Abdul,Panda,Office,2720.7565,2909.9
6/28/2005,Hail,Ghalia,Carrefour,Office,351.8182,950.86
6/10/2005,Hail,Yahia,Panda,Toys,1619.6175,2159.49
2/24/2006,Hail,Mjeed,Lulu,Food,5772.34405,6173.63
11/10/2004,Abha,Mjeed,Lulu,Food,3426.731,6230.42
8/22/2004,Jubail,Mjeed,Lulu,Toys,3605.8735,6111.65
11/25/2004,Abha,Yahia,Carrefour,Toys,1332.1132,1958.99
9/2/2004,Abha,Abdul,Lulu,Home,3978.6256,5850.92
11/7/2005,Abha,Mjeed,Lulu,Toys,5664.72555,6058.53
8/25/2004,Dammam,Abdul,Panda,Food,666.7448,1149.56
5/9/2005,Jubail,Ghalia,Lulu,Home,1059.3137,2863.01
10/15/2005,Dammam,Abdul,Othaim,Home,1227.16,1394.5
3/26/2005,Jeddah,Yahia,Panda,Office,720.078,1674.6
1/5/2006,Abha,Yahia,Othaim,Food,5672.0122,9613.58
1/4/2006,Jubail,Maliha,Othaim,Office,3082.1712,7167.84
11/23/2004,Abha,Yahia,Lulu,Office,4699.112,5339.9
5/27/2006,Dammam,Maliha,Othaim,Food,5422.665,7230.22
3/17/2006,Jubail,Abdul,Carrefour,Toys,6362.74045,6805.07
12/5/2005,Jeddah,Abdul,Panda,Food,1323.1163,2242.57
5/26/2006,Jeddah,Abdul,Lulu,Food,194.821,354.22
10/13/2005,Dammam,Ghalia,Carrefour,Toys,2704.592,3073.4
3/29/2005,Hail,Abdul,Panda,Office,4345.0932,7491.54
3/25/2005,Dammam,Mjeed,Othaim,Office,2360.19,3146.92
2/13/2006,Riyadh,Abdul,Lulu,Office,6647.9775,8863.97
3/14/2006,Riyadh,Yahia,Othaim,Toys,1804.01705,1929.43
7/26/2005,Dammam,Yahia,Lulu,Home,749.505,1292.25
3/30/2006,Jeddah,Abdul,Panda,Toys,3133.125,6962.5
7/22/2005,Riyadh,Mjeed,Othaim,Office,3982.4149,9261.43
10/9/2004,Riyadh,Maliha,Othaim,Toys,3347.667,7439.26
1/20/2006,Hail,Yahia,Panda,Home,5095.41,6793.88
1/2/2005,Riyadh,Maliha,Carrefour,Toys,4158.195,5544.26
12/24/2004,Jubail,Yahia,Lulu,Food,322.3756,555.82
4/14/2006,Jeddah,Maliha,Lulu,Home,189.83305,203.03
5/10/2006,Abha,Yahia,Carrefour,Home,4030.73,7328.6
9/9/2004,Abha,Abdul,Panda,Food,9317.9669,9965.74
5/4/2006,Jubail,Abdul,Carrefour,Food,7980.08475,8534.85
7/2/2004,Riyadh,Maliha,Carrefour,Food,836.176,1520.32
12/5/2005,Abha,Mjeed,Panda,Office,851.6216,2301.68
9/11/2005,Abha,Ghalia,Lulu,Toys,2715.5426,4681.97
4/15/2006,Riyadh,Mjeed,Othaim,Toys,1935.9611,3281.29
12/12/2005,Riyadh,Maliha,Othaim,Toys,2004.9227,5418.71
2/20/2006,Jeddah,Abdul,Othaim,Home,2350.134,5222.52
4/15/2005,Jubail,Mjeed,Panda,Toys,1336.2525,2969.45
6/21/2004,Abha,Abdul,Othaim,Toys,8555.8484,9150.64
8/15/2004,Riyadh,Ghalia,Panda,Food,3778.8529,8788.03
6/17/2004,Riyadh,Abdul,Lulu,Home,4919.6028,7234.71
5/13/2005,Jubail,Yahia,Panda,Toys,5089.4167,8626.13
5/4/2005,Abha,Maliha,Lulu,Home,6407.7148,9423.11
8/9/2004,Abha,Abdul,Carrefour,Home,1370.5505,2491.91
7/28/2004,Dammam,Maliha,Carrefour,Office,3856.1411,8967.77
9/24/2004,Jubail,Ghalia,Panda,Home,6159.0388,9057.41
9/20/2004,Dammam,Abdul,Panda,Toys,6055.1832,6880.89
10/23/2005,Jubail,Maliha,Panda,Office,1978.9616,2248.82
8/5/2005,Jubail,Abdul,Othaim,Food,1635.0224,1857.98
5/17/2005,Dammam,Ghalia,Panda,Home,2952.6008,4342.06
11/30/2005,Dammam,Abdul,Lulu,Toys,1279.4209,2168.51
11/3/2005,Jeddah,Ghalia,Lulu,Office,3695.052,5433.9
4/24/2005,Riyadh,Abdul,Othaim,Home,2237.2564,3791.96
7/7/2005,Jeddah,Mjeed,Panda,Office,3014.3905,5480.71
11/21/2004,Dammam,Mjeed,Panda,Toys,7479.7888,8499.76
5/28/2005,Jeddah,Yahia,Lulu,Food,6919.748,7863.35
3/12/2005,Abha,Ghalia,Othaim,Toys,4562.5635,8295.57
7/10/2005,Riyadh,Abdul,Carrefour,Office,310.1099,525.61
10/10/2005,Jubail,Ghalia,Othaim,Office,3688.4848,4191.46
5/30/2006,Riyadh,Abdul,Carrefour,Home,1138.0952,1293.29
5/30/2006,Jubail,Mjeed,Othaim,Home,4190.1288,4761.51
9/28/2005,Abha,Mjeed,Carrefour,Office,1013.1176,1151.27
3/1/2006,Hail,Mjeed,Carrefour,Office,4976.1312,7317.84
9/11/2005,Jubail,Yahia,Carrefour,Food,5649.9024,8308.68
9/25/2005,Dammam,Mjeed,Panda,Food,3753.7632,4265.64
4/1/2006,Jubail,Abdul,Lulu,Food,1908.765,4241.7
1/6/2006,Hail,Yahia,Lulu,Home,6567.72,8756.96
10/16/2005,Jeddah,Maliha,Carrefour,Toys,5137.5224,7555.18
12/19/2004,Riyadh,Abdul,Othaim,Food,3906.0225,8680.05
3/1/2006,Jubail,Ghalia,Lulu,Food,1885.707,4190.46
6/8/2006,Jubail,Abdul,Othaim,Toys,4295.7172,9990.04
10/4/2004,Hail,Yahia,Carrefour,Office,3946.725,5262.3
10/8/2005,Jeddah,Ghalia,Carrefour,Food,1035.8505,2301.89
10/3/2004,Jubail,Maliha,Carrefour,Food,939.9628,2185.96
12/14/2004,Jubail,Ghalia,Othaim,Food,2230.9245,4957.61
5/7/2006,Jeddah,Yahia,Lulu,Food,2018.03855,2158.33
8/27/2004,Hail,Yahia,Lulu,Home,4832.685,8786.7
3/19/2006,Riyadh,Mjeed,Othaim,Home,3434.025,4578.7
6/8/2006,Dammam,Mjeed,Carrefour,Toys,4651.7016,7884.24
2/6/2006,Hail,Maliha,Panda,Food,4349.0475,9664.55
7/28/2005,Hail,Mjeed,Othaim,Office,2898.1957,6739.99
11/3/2005,Riyadh,Maliha,Lulu,Food,785.95,1429
10/13/2004,Riyadh,Maliha,Othaim,Office,1801.0616,2648.62
10/24/2004,Hail,Abdul,Panda,Food,5011.1716,7369.37
12/7/2004,Jeddah,Mjeed,Othaim,Toys,2845.9004,4823.56
2/16/2005,Jubail,Abdul,Carrefour,Office,6575.61,8767.48
5/16/2006,Jeddah,Maliha,Carrefour,Toys,272.133,604.74
12/30/2004,Dammam,Ghalia,Othaim,Toys,1309.4025,1745.87
6/19/2005,Riyadh,Yahia,Othaim,Office,3281.5376,3729.02
5/17/2006,Dammam,Maliha,Lulu,Toys,5365.173,9754.86
2/18/2006,Jeddah,Yahia,Lulu,Office,6112.90845,6537.87
1/13/2006,Hail,Abdul,Panda,Office,5389.2784,6124.18
10/10/2005,Jubail,Yahia,Othaim,Office,4141.4074,9631.18
2/9/2006,Abha,Maliha,Othaim,Home,2711.133,6024.74
1/9/2006,Hail,Yahia,Carrefour,Food,8206.4202,8776.92
10/3/2005,Dammam,Abdul,Carrefour,Food,1461.2336,3949.28
10/26/2005,Abha,Ghalia,Panda,Office,1691.9725,2867.75
3/23/2005,Jeddah,Maliha,Othaim,Toys,1264.9718,2144.02
5/1/2005,Dammam,Abdul,Carrefour,Toys,2952.3648,3354.96
1/28/2005,Jeddah,Mjeed,Carrefour,Office,510.9525,681.27
6/24/2004,Jeddah,Abdul,Lulu,Food,379.566,690.12
6/26/2005,Abha,Abdul,Othaim,Food,6849.3216,7783.32
3/17/2006,Abha,Mjeed,Panda,Food,3308.4068,8941.64
4/26/2006,Hail,Maliha,Othaim,Home,317.2712,737.84
11/2/2005,Jeddah,Maliha,Lulu,Office,8071.50905,8632.63
5/11/2005,Jeddah,Abdul,Othaim,Office,6236.3576,7086.77
8/28/2004,Jeddah,Yahia,Lulu,Office,3543.2532,9576.36
12/23/2005,Hail,Abdul,Carrefour,Food,7134.1248,8106.96
12/28/2005,Jeddah,Maliha,Lulu,Office,2215.5341,5987.93
5/24/2005,Riyadh,Yahia,Othaim,Food,6515.34,8687.12
1/2/2005,Dammam,Maliha,Panda,Office,5238.734,9032.3
4/20/2005,Dammam,Ghalia,Carrefour,Toys,5392.365,7189.82
1/11/2005,Abha,Maliha,Carrefour,Toys,351.131,638.42
1/30/2006,Dammam,Ghalia,Panda,Toys,1418.9642,2446.49
10/10/2004,Dammam,Abdul,Othaim,Home,434.6144,493.88
9/21/2004,Jubail,Ghalia,Othaim,Food,5774.1146,9955.37
9/10/2005,Hail,Abdul,Carrefour,Office,1625.3027,4392.71
5/5/2005,Riyadh,Yahia,Panda,Home,742.9755,1727.85
4/30/2005,Jubail,Maliha,Panda,Toys,2624.6504,4448.56
4/21/2006,Dammam,Mjeed,Othaim,Home,3122.1256,3547.87
9/10/2004,Abha,Abdul,Panda,Food,2852.3448,7709.04
6/6/2005,Dammam,Abdul,Panda,Food,989.7019,2674.87
11/30/2005,Riyadh,Yahia,Panda,Home,218.4443,508.01
6/14/2006,Jubail,Maliha,Lulu,Office,2553.2776,3754.82
9/28/2005,Hail,Yahia,Lulu,Office,5666.4434,9769.73
10/3/2005,Abha,Mjeed,Carrefour,Toys,3840.1176,4363.77
7/31/2004,Abha,Yahia,Othaim,Toys,2830.6725,4797.75
8/7/2005,Hail,Maliha,Lulu,Food,6549.87135,7005.21
4/27/2006,Dammam,Maliha,Panda,Toys,1186.6409,2759.63
4/24/2005,Jeddah,Ghalia,Panda,Home,2100.7988,3089.41
3/6/2006,Jeddah,Ghalia,Carrefour,Toys,4512.3936,5127.72
12/8/2004,Jubail,Yahia,Lulu,Home,975.5484,1681.98
3/2/2005,Hail,Ghalia,Panda,Food,4427.3895,7504.05
12/23/2005,Abha,Ghalia,Lulu,Home,4489.32,5985.76
7/26/2005,Jubail,Maliha,Carrefour,Food,944.0472,1600.08
11/12/2004,Hail,Mjeed,Panda,Home,3504.6548,8150.36
10/12/2005,Jubail,Maliha,Carrefour,Food,1077.804,2395.12
6/24/2004,Abha,Yahia,Panda,Food,2729.8489,7377.97
4/26/2005,Abha,Ghalia,Othaim,Office,1101.8475,1469.13
11/17/2005,Riyadh,Ghalia,Lulu,Toys,4996.3206,8468.34
12/16/2004,Jeddah,Abdul,Lulu,Food,1232.265,1643.02
1/3/2006,Dammam,Mjeed,Panda,Home,3072.9336,3286.56
9/8/2005,Jubail,Yahia,Carrefour,Toys,4463.1966,7564.74
2/16/2005,Jubail,Mjeed,Othaim,Home,2235.2264,2540.03
3/5/2006,Dammam,Ghalia,Othaim,Home,1200.8757,3245.61
10/7/2004,Dammam,Maliha,Lulu,Food,2251.4272,2558.44
6/15/2006,Abha,Maliha,Othaim,Food,736.252,836.65
10/21/2005,Jeddah,Ghalia,Panda,Food,779.9275,1418.05
11/9/2004,Jubail,Abdul,Panda,Office,3704.655,4939.54
4/4/2006,Dammam,Yahia,Carrefour,Toys,5554.4544,6311.88
4/7/2006,Riyadh,Abdul,Othaim,Food,712.9265,1296.23
7/27/2005,Riyadh,Ghalia,Panda,Food,5352.9696,6082.92
2/11/2005,Jeddah,Yahia,Carrefour,Office,3639.015,4852.02
8/9/2005,Riyadh,Mjeed,Othaim,Office,1327.1234,3586.82
4/3/2006,Dammam,Abdul,Panda,Toys,3714.31555,3972.53
5/1/2006,Jeddah,Mjeed,Carrefour,Food,5990.4975,7987.33
7/20/2004,Dammam,Yahia,Othaim,Food,4411.0878,7476.42
8/26/2004,Dammam,Mjeed,Othaim,Home,3879.2589,4148.94
9/17/2004,Jeddah,Yahia,Carrefour,Home,2852.168,5185.76
2/17/2005,Riyadh,Yahia,Othaim,Home,729.1381,1695.67
1/22/2006,Jubail,Maliha,Carrefour,Home,1334.4362,3103.34
5/4/2005,Riyadh,Ghalia,Othaim,Office,2339.48,2658.5
10/2/2005,Hail,Mjeed,Panda,Office,7832.0792,8900.09
5/18/2006,Jubail,Abdul,Lulu,Office,3731.094,8291.32
10/24/2005,Riyadh,Ghalia,Othaim,Office,8350.1297,8930.62
8/20/2005,Riyadh,Maliha,Othaim,Office,4020.2932,6931.54
1/5/2005,Jubail,Yahia,Othaim,Toys,135.3105,300.69
3/12/2006,Abha,Abdul,Carrefour,Food,411.5214,1112.22
1/25/2006,Riyadh,Ghalia,Othaim,Food,1457.852,2143.9
3/30/2005,Abha,Maliha,Lulu,Office,3730.502,6431.9
12/7/2005,Hail,Abdul,Carrefour,Office,4050.9999,9420.93
8/23/2004,Jubail,Ghalia,Carrefour,Home,782.5905,1739.09
11/16/2004,Jeddah,Yahia,Panda,Toys,2953.2216,7981.68
4/29/2006,Riyadh,Ghalia,Carrefour,Home,3196.6178,5511.41
1/12/2005,Jubail,Mjeed,Othaim,Toys,6619.97,9735.25
10/28/2005,Jubail,Mjeed,Panda,Office,4705.0725,6273.43
9/26/2004,Hail,Yahia,Othaim,Food,3621.1504,8421.28
3/28/2005,Dammam,Yahia,Lulu,Food,374.3919,1011.87
5/17/2006,Dammam,Maliha,Panda,Toys,2764.396,4766.2
3/6/2006,Abha,Ghalia,Panda,Home,2356.684,4284.88
2/17/2005,Riyadh,Abdul,Panda,Toys,2045.5123,3466.97
7/28/2004,Riyadh,Mjeed,Carrefour,Food,4020.66,8934.8
7/6/2005,Riyadh,Mjeed,Carrefour,Food,8.9385,15.15
2/18/2005,Jubail,Ghalia,Lulu,Office,2549.8845,5666.41
4/8/2005,Hail,Yahia,Othaim,Food,3466.278,7702.84
6/21/2005,Jubail,Ghalia,Panda,Food,3237.6377,7529.39
12/20/2004,Jeddah,Yahia,Carrefour,Home,5876.5947,9960.33
9/6/2004,Jeddah,Yahia,Othaim,Toys,3980.1696,4522.92
5/19/2006,Riyadh,Yahia,Othaim,Home,1798.3016,3100.52
3/18/2005,Riyadh,Yahia,Othaim,Office,249.3832,366.74
3/7/2005,Hail,Maliha,Panda,Food,4769.9258,8224.01
9/22/2005,Riyadh,Maliha,Lulu,Toys,7160.4984,8136.93
6/3/2005,Jubail,Abdul,Panda,Toys,6306.4725,8408.63
10/16/2004,Dammam,Abdul,Panda,Food,4250.1646,7327.87
12/19/2005,Hail,Mjeed,Lulu,Food,1081.3165,1966.03
12/27/2004,Riyadh,Maliha,Carrefour,Food,3396.2485,9179.05
5/5/2005,Dammam,Ghalia,Lulu,Food,5754.9367,9754.13
1/7/2005,Jubail,Maliha,Othaim,Home,3894.4307,6600.73
5/1/2006,Riyadh,Maliha,Panda,Food,6605.4975,8807.33
11/28/2005,Riyadh,Maliha,Lulu,Home,150.7385,274.07
4/30/2005,Jeddah,Maliha,Carrefour,Home,5032.5627,5382.42
8/28/2004,Abha,Yahia,Carrefour,Food,7898.9152,8976.04
12/12/2005,Jeddah,Yahia,Othaim,Home,92.276,135.7
11/19/2004,Riyadh,Maliha,Othaim,Food,1795.573,4852.9
4/29/2005,Dammam,Ghalia,Othaim,Office,2646.4608,6154.56
7/4/2005,Riyadh,Yahia,Lulu,Office,3442.4258,5834.62
6/17/2004,Hail,Yahia,Othaim,Toys,998.0263,1691.57
12/22/2004,Dammam,Ghalia,Panda,Office,3799.3032,4317.39
1/4/2006,Dammam,Ghalia,Lulu,Home,4158.1725,5544.23
6/1/2005,Dammam,Yahia,Lulu,Home,1205.9256,1773.42
3/9/2005,Abha,Abdul,Carrefour,Office,7634.90145,8165.67
5/27/2006,Jeddah,Yahia,Panda,Toys,2289.254,4162.28
3/31/2005,Jeddah,Yahia,Othaim,Home,2944.1,4990
1/22/2005,Hail,Maliha,Carrefour,Home,2132.93135,2281.21
3/10/2006,Dammam,Yahia,Lulu,Toys,4378.3432,4682.72
4/7/2005,Jeddah,Ghalia,Lulu,Toys,865.9935,1924.43
1/8/2006,Abha,Yahia,Lulu,Food,2173.2178,3683.42
1/29/2005,Riyadh,Yahia,Othaim,Office,969.0351,2253.57
9/1/2005,Dammam,Ghalia,Lulu,Office,2968.8808,5118.76
9/10/2004,Hail,Ghalia,Carrefour,Food,1017.92515,1088.69
9/24/2004,Abha,Mjeed,Othaim,Food,756.888,860.1
10/30/2004,Jeddah,Abdul,Carrefour,Toys,5628.1752,9539.28
1/9/2006,Dammam,Ghalia,Othaim,Office,725.5525,1229.75
11/10/2004,Abha,Ghalia,Panda,Home,335.8816,781.12
7/27/2004,Abha,Maliha,Carrefour,Office,245.5024,663.52
8/25/2005,Jubail,Ghalia,Panda,Toys,8240.276,9363.95
11/6/2005,Dammam,Maliha,Othaim,Food,3919.146,5763.45
12/27/2005,Jubail,Mjeed,Lulu,Office,1270.9278,3434.94
1/19/2006,Hail,Yahia,Panda,Toys,3345.5524,4919.93
8/28/2004,Abha,Yahia,Othaim,Food,2021.745,2695.66
5/16/2005,Hail,Yahia,Othaim,Home,3632.2319,3884.74
9/1/2005,Jeddah,Abdul,Lulu,Food,747.4651,1266.89
6/7/2006,Abha,Abdul,Panda,Office,6353.3624,9343.18
3/3/2006,Abha,Yahia,Panda,Home,5971.785,7962.38
11/13/2005,Abha,Maliha,Carrefour,Food,176.1866,303.77
7/29/2005,Abha,Maliha,Othaim,Home,966.493,1757.26
3/2/2006,Jeddah,Maliha,Carrefour,Toys,3827.0385,8504.53
12/21/2004,Riyadh,Ghalia,Othaim,Office,1246.3055,2266.01
5/3/2005,Abha,Mjeed,Carrefour,Food,531.59,781.75
8/3/2004,Jeddah,Mjeed,Carrefour,Home,8930.00735,9550.81
6/2/2005,Dammam,Mjeed,Carrefour,Food,6662.5244,9797.83
12/4/2005,Riyadh,Ghalia,Lulu,Office,2348.5953,3980.67
10/7/2004,Abha,Ghalia,Panda,Office,5417.6814,9340.83
3/25/2005,Hail,Yahia,Lulu,Office,3382.694,4974.55
2/10/2006,Abha,Maliha,Othaim,Food,1022.85,2273
1/23/2005,Jeddah,Mjeed,Lulu,Home,3702.879,8228.62
12/29/2005,Riyadh,Ghalia,Lulu,Food,3249.645,4332.86
10/24/2005,Dammam,Mjeed,Lulu,Food,7137.555,9516.74
5/19/2006,Jeddah,Abdul,Othaim,Food,1530.5445,3401.21
7/6/2005,Jeddah,Yahia,Carrefour,Food,8824.3991,9437.86
12/20/2005,Hail,Abdul,Carrefour,Food,2696.922,5993.16
8/13/2004,Dammam,Abdul,Lulu,Home,1054.7642,2452.94
8/13/2005,Jubail,Maliha,Carrefour,Food,2645.064,5877.92
9/6/2004,Jeddah,Yahia,Panda,Toys,5481.7664,6229.28
8/29/2004,Abha,Yahia,Carrefour,Toys,1775.8355,4129.85
7/20/2005,Hail,Mjeed,Othaim,Toys,2051.0527,4769.89
9/9/2005,Riyadh,Yahia,Lulu,Food,6992.6384,7946.18
2/20/2006,Jeddah,Mjeed,Othaim,Office,2423.79,5386.2
7/8/2004,Jubail,Mjeed,Carrefour,Food,3734.64,4979.52
5/12/2005,Dammam,Ghalia,Carrefour,Food,4937.5344,7261.08
7/4/2004,Abha,Maliha,Othaim,Toys,8787.6272,9985.94
3/8/2006,Dammam,Mjeed,Carrefour,Toys,975.7385,1774.07
1/28/2005,Hail,Yahia,Carrefour,Home,4035.8836,6958.42
4/22/2005,Riyadh,Abdul,Lulu,Food,3210.6595,7466.65
3/12/2006,Riyadh,Maliha,Lulu,Office,3499.5866,6033.77
5/2/2005,Jubail,Yahia,Carrefour,Food,1628.9805,4402.65
1/24/2006,Jubail,Yahia,Panda,Office,1149.089,2672.3
2/16/2005,Dammam,Abdul,Othaim,Toys,1982.4816,2252.82
